# ensayo 2026-09-06 12:52:58
# lc1_cuentas_por_N=0  lc2_cuentas_por_N=0.0  lc2_tara=0
# repeticiones_pedidas=2  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw y lc2_raw son crudas
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,lc2_raw,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
1004828,14.403,2,volviendo_a_A,0.2328,8374,14,-139916,-15,-27,-15,0,0,4,10877
1004878,14.453,2,volviendo_a_A,0.2194,8374,13,-141899,-16,-30,-15,0,0,4,10998
1004928,14.503,2,volviendo_a_A,0.2036,8374,13,-133258,-19,-19,-15,0,0,4,10996
1004978,14.553,2,volviendo_a_A,0.1911,8374,13,-116225,-15,-24,-15,0,0,4,10998
1005028,14.603,2,volviendo_a_A,0.1803,8360,13,-113758,-13,-26,-15,0,0,4,10884
1005078,14.653,2,volviendo_a_A,0.1669,8360,13,-117987,-16,-25,-15,0,0,4,10996
1005128,14.703,2,volviendo_a_A,0.1519,8360,12,-110582,-18,-26,-15,0,0,4,10997
1005178,14.753,2,volviendo_a_A,0.1361,8360,11,-93015,-19,-18,-15,0,0,4,10996
1005228,14.803,2,volviendo_a_A,0.1253,8361,11,-74988,-13,-21,-15,0,0,4,10883
1005278,14.853,2,volviendo_a_A,0.1161,8361,11,-66149,-11,-26,-15,0,0,4,10995
1005328,14.903,2,volviendo_a_A,0.1019,8361,9,-67864,-17,-31,-15,0,0,4,10997
1005378,14.953,2,volviendo_a_A,0.0894,8361,7,-68517,-15,-25,-15,0,0,4,10997
1005428,15.003,2,volviendo_a_A,0.0811,8360,5,-66068,-10,-26,-15,0,0,4,10885
1005478,15.053,2,volviendo_a_A,0.0653,8360,5,-65113,-19,-26,-15,0,0,4,10994
1005528,15.103,2,volviendo_a_A,0.0503,8360,5,-67154,-18,-26,-15,0,0,4,10997
1005578,15.153,2,volviendo_a_A,0.0386,8360,5,-67303,-14,-19,-15,0,0,4,10997
1005628,15.203,2,volviendo_a_A,0.0286,8375,6,-68742,-12,-31,-15,0,0,4,10886
1005678,15.253,2,volviendo_a_A,0.0161,8375,7,-70035,-15,-31,0,0,0,3,10998
1005728,15.303,2,volviendo_a_A,0.0161,8375,9,-73546,0,-28,0,0,0,3,10996
1005778,15.353,2,volviendo_a_A,0.0161,8375,11,-74383,0,-26,0,0,0,3,10996
